cip,major,category,family,source,path_label,traditional_entry,job_1,why_1,soc_1,job_2,why_2,soc_2,job_3,why_3,soc_3
60.0812,Geriatric Pharmacy Residency/Fellowship Program,Other,health,cip2,Health Residencies,pharmacists,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0813,Health System Medication Management Pharmacy Residency/Fellowship Program,Other,health,cip2,Health Residencies,pharmacists,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0814,Health System Pharmacy Administration and Leadership Residency/Fellowship Program,Other,health,cip2,Health Residencies,pharmacists,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0815,Infectious Diseases Pharmacy Residency/Fellowship Program,Other,health,cip2,Health Residencies,pharmacists,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0816,Internal Medicine Pharmacy Residency/Fellowship Program,Other,health,cip2,Health Residencies,pharmacists,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0817,Investigational Drugs and Research Pharmacy Residency/Fellowship Program,Other,health,cip2,Health Residencies,pharmacists,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0818,Managed Care Pharmacy Residency/Fellowship Program,Other,health,cip2,Health Residencies,pharmacists,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0819,Medication Systems and Operations Pharmacy Residency/Fellowship Program,Other,health,cip2,Health Residencies,pharmacists,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0820,Medication-Use Safety Pharmacy Residency/Fellowship Program,Other,health,cip2,Health Residencies,pharmacists,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0821,Neonatal Pharmacy Residency/Fellowship Program,Other,health,cip2,Health Residencies,pharmacists,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0822,Nephrology Pharmacy Residency/Fellowship Program,Other,health,cip2,Health Residencies,pharmacists,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0823,Neurology Pharmacy Residency/Fellowship Program,Other,health,cip2,Health Residencies,pharmacists,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0824,Nuclear Pharmacy Residency/Fellowship Program,Other,health,cip2,Health Residencies,pharmacists,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0825,Nutrition Support Pharmacy Residency/Fellowship Program,Other,health,cip2,Health Residencies,pharmacists,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0826,Oncology Pharmacy Residency/Fellowship Program,Other,health,cip2,Health Residencies,pharmacists,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0827,Palliative Care/Pain Management Pharmacy Residency/Fellowship Program,Other,health,cip2,Health Residencies,pharmacists,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0828,Pediatric Pharmacy Residency/Fellowship Program,Other,health,cip2,Health Residencies,pharmacists,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0829,Pharmacotherapy Pharmacy Residency/Fellowship Program,Other,health,cip2,Health Residencies,pharmacists,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
60.0830,Pharmacy Informatics Pharmacy Residency/Fellowship Program,Other,health,cip2,Health Residencies,pharmacists,Health information technologist,"EHR, registries, and quality reporting — the data side of the clinic.",29-9021,Clinical specialist (devices),Vendor-side training on equipment; the commercial cousin of the unit.,,Compliance officer,"Policy as an operating constraint inside a company, hospital, or campus.",13-1041
